2022-06-02 13:03:39.022801,129756878,6315845583,"['Kaos', 'kaki', 'saja', '39']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'Bn', 'Low', '39']",5
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'BW', 'Low', '43']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'white', 'low', '36']",5
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'BW', 'Low', '42']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'Bn', 'Low', '36']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Kaos', 'kaki', 'saja', '42']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'Bn', 'Low', '44']",7
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'BW', 'Low', '44']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'BW', 'Low', '40']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'white', 'low', '43']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'Bn', 'Low', '37']",8
2022-06-02 13:03:39.022801,129756878,6315845583,"['Kaos', 'kaki', 'saja', '41']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'Bn', 'Low', '42']",4
2022-06-02 13:03:39.022801,129756878,6315845583,"['Kaos', 'kaki', 'saja', '36']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'white', 'low', '41']",5
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'All', 'Black', 'low', '43']",5
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'All', 'Black', 'low', '37']",5
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'All', 'Black', 'low', '40']",5
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'All', 'Black', 'low', '42']",5
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'Bn', 'Low', '38']",4
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'white', 'low', '38']",5
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'BW', 'Low', '38']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'Bn', 'Low', '43']",7
2022-06-02 13:03:39.022801,129756878,6315845583,"['Kaos', 'kaki', 'saja', '40']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'All', 'Black', 'low', '36']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'white', 'low', '44']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Kaos', 'kaki', 'saja', '38']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'All', 'Black', 'low', '39']",5
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'All', 'Black', 'low', '41']",5
2022-06-02 13:03:39.022801,129756878,6315845583,"['Kaos', 'kaki', 'saja', '44']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'All', 'Black', 'low', '38']",5
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'white', 'low', '39']",5
2022-06-02 13:03:39.022801,129756878,6315845583,"['Kaos', 'kaki', 'saja', '37']",99999
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'white', 'low', '40']",5
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'Bn', 'Low', '40']",2
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'white', 'low', '42']",5
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'BW', 'Low', '41']",3
2022-06-02 13:03:39.022801,129756878,6315845583,"['Kaos', 'kaki', 'saja', '43']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'BW', 'Low', '37']",0
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'white', 'low', '37']",5
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'Bn', 'Low', '41']",3
2022-06-02 13:03:39.022801,129756878,6315845583,"['Ethnic', 'All', 'Black', 'low', '44']",0
