shop_id,product_id
129756878,6315845583
129756878,3618990046
211594961,5111932571
211594961,7637826927
26230850,5333640250
26230850,7305293060
361775649,4970945425
361775649,6870882269
422264880,9643569011
422264880,8048710459
35950733,11342620741
77877478,10536416330
155009232,13674123850
129756878,3859487629
10998951,4002118315
10998951,1010255570
289749233,7966456311
10998951,13901020510
289749233,6245333881
35950733,3362084441
